date_relative,text
5d,"Looking to use your analytical skills to fight global poverty and drive real impact? GiveWell is hiring Researchers (Remote Worldwide)—a top-tier opportunity in global development, public health, and evidence-based policy. 🔗 Apply Now: https://lnkd.in/eykTAN77 💼 Role: Researcher 🌐 Location: Remote (Global) 💰 Salary: Up to $162,400/year 📈 Career Growth: Senior pathways available ⏳ Deadline: Rolling (Apply ASAP!) ✨ Why Apply? ✔️ Work on high-impact global health & poverty programs ✔️ Competitive salary + strong benefits ✔️ Flexible remote work 🌍 ✔️ Influence funding decisions that save lives 🔗 Apply Now: https://lnkd.in/eykTAN77 🎯 Ideal Backgrounds: 📊 Economics | Public Policy | Public Health 📈 Data Analysis | Statistics | Research 🌍 Global Development | Impact Evaluation 💡 Pro Tip: Highlight quantitative skills, research experience, and impact-focused work—especially in health, policy, or development. 📣 Apply • Save • Share • Tag someone 🔗 For more research related opportunities, please visit https://lnkd.in/eFjZ5_hp #RemoteJobs #GlobalCareers #ResearchJobs #PublicHealth #Economics #DataScience #GlobalDevelopment #ImpactJobs #WorkFromAnywhere #HiringNow #NonprofitJobs #PolicyJobs 🚀"
5d,"🌐 Applications Open: 2026 Peering Fellowship (Fully Funded Opportunity) Are you an Internet infrastructure professional looking to expand your expertise and global impact? The Peering Fellowship 2026 is now accepting applications! 🔍 What’s in it for you? ✔️ Advanced training in peering, routing & IXPs ✔️ Fully funded travel to a global peering event ✔️ Access to a global network of Internet leaders ✔️ Hands-on experience to drive local Internet impact ⏳ Deadline: 17 May 2026 🔗  Read our article here: https://wp.me/p23f03-l4C 💡 Pro Tip: Highlight your hands-on experience in Internet infrastructure and clearly demonstrate your local impact potential. #PeeringFellowship #InternetGovernance #TechOpportunities #Networking #DigitalInclusion #InternetSociety #ICTCareers"
5d,"Looking to launch your career in international development, finance, data, or communications? The Caribbean Development Bank (CDB) is now recruiting for its prestigious Young Professionals Programme (YPP) 2026–2028! 👉 Apply Now: https://lnkd.in/ezQKQWWa 📍 Location: Barbados 💰 Salary: USD $60,600/year 📅 Duration: 2 Years 🌐 Open to nationals of 28 member countries (including UK, Canada, Jamaica, etc.) 💼 Available Roles: 👨🏾‍💻 Human Resources Data Analyst 📹 Digital Communications 👩🏿‍💻 Data Analytics & Information Management 🕴🏻 Private Sector Development 🎯 Eligibility: ✔️ Relevant degree (Data, Econ, Media, HR, etc.) ✔️ National of a CDB member country 🎁 What You Get: ✨ Competitive international salary ✈️ Full relocation (family included) 🏥 Premium medical insurance 🌴 Work in Barbados (global HQ) 📈 Career pathway into international development 📅 Deadline: May 15, 2026 👉 Apply Now: https://lnkd.in/ezQKQWWa 💡 Pro Tip: Tailor your CV to highlight data skills, policy analysis, communications, or development impact—and clearly show how your experience connects to real-world development challenges. 📣 Apply • Save • Share • Tag someone who needs this! 🌐 For more jobs & internships worldwide, visit: https://lnkd.in/eUVjS7vT or https://lnkd.in/eb4yPQnf hashtag # Jobs hashtag # Internships hashtag # YoungProfessionals hashtag # InternationalDevelopment hashtag # Caribbean hashtag # CDB hashtag # DataJobs hashtag # CommunicationsJobs hashtag # FinanceJobs hashtag # PublicPolicy hashtag # DevelopmentCareers hashtag # GlobalOpportunities hashtag # ApplyNow hashtag # FullyPaid hashtag # YouthOpportunities hashtag # OFY 🚀"
5d,"🌍🚀 New Development Bank (NDB) Internship 2026 in China – Global Opportunity | Apply by June 30 Looking to break into international development, finance, or global policy? The New Development Bank Internship Programme 2026 is now open! 👉 Apply Now: https://lnkd.in/ebFsQp-q 📍 Location: Shanghai, China 📅 Deadline: June 30, 2026 🌐 Open to: Nationals of NDB member countries 💼 What You’ll Gain: ✨ Hands-on experience in development finance 🌍 Work in a global, multicultural environment 📊 Real exposure to infrastructure & sustainability projects 🤝 Collaborate with international experts 🎯 Eligibility: ✔️ Master’s student or recent graduate ✔️ 30 years or younger ✔️ Max 1 year work experience ✔️ Fluent in English 👉 Apply Now: https://lnkd.in/ebFsQp-q 💡 Pro Tip: Tailor your CV to highlight research, data analysis, and any development or sustainability experience—even academic projects can give you an edge! 🌐 For more internships worldwide: https://lnkd.in/ec22N8Bc 📣 Tag someone who should apply & don’t miss out! hashtag # Internship hashtag # GlobalOpportunities hashtag # DevelopmentCareers hashtag # BRICS hashtag # NDB hashtag # ChinaOpportunities hashtag # GraduateJobs hashtag # InternationalDevelopment hashtag # YouthOpportunities hashtag # Careers hashtag # ApplyNow hashtag # OFY 🚀🌍"
5d,"Applications will open soon for the Stanford Venture Fellowship 2026, a fully funded one-week program in the Stanford area, California bringing together 10 global fellows to explore entrepreneurship, startups, and the Silicon Valley innovation ecosystem. 🔗 Learn more / Apply: https://lnkd.in/e6pjsM9c Selected fellows will meet Stanford students, founders, researchers, and venture capital professionals while participating in workshops, startup visits, and mentorship sessions. 👩‍🎓 Eligibility: ✔️ Open to applicants aged 14+ worldwide ✔️ High school students, university students, and early professionals encouraged to apply 🌎 Benefits: ✈️ Fully reimbursed travel 🏨 Accommodation in the Stanford area 🚀 Startup and venture capital exposure 🤝 Networking with global fellows 🔗 Learn more / Apply: https://lnkd.in/e6pjsM9c 💡 Pro Tip: Highlight your leadership, entrepreneurial ideas, projects, or curiosity about innovation and startups. The fellowship looks for ambitious applicants eager to learn from the Stanford ecosystem. 🌱 For more fellowship opportunities worldwide visit: https://lnkd.in/eSWnXeGQ hashtag # Fellowships hashtag # FullyFunded hashtag # Stanford hashtag # StanfordUniversity hashtag # SiliconValley hashtag # Entrepreneurship hashtag # Innovation hashtag # StartupEcosystem hashtag # YouthOpportunities hashtag # LeadershipPrograms hashtag # StudyAbroad hashtag # GlobalOpportunities hashtag # OpportunitiesForYouth hashtag # OFY"
5d,🌍 Two Opportunities at IDOS MGG Academy 2026 – Internship & Tutor Role! The German Institute of Development and Sustainability is offering TWO exciting roles in Bonn 🇩🇪: 1️⃣ Internship in International Cooperation & Event Management 2️⃣ MGG Academy Tutor Role ✨ Benefits: Work with global institutions Gain hands-on experience Study trip to Brussels (internship) Paid opportunities 📅 Deadline: 15 May 2026 📩 Apply: https://wp.me/p23f03-kNC 💡 Pro Tip: Tailor your application to highlight international exposure & organizational skills. hashtag # Internship hashtag # GlobalCareers hashtag # InternationalRelations hashtag # GermanyOpportunities hashtag # YouthOpportunities
5d,"🚨 Fully Funded PhD Opportunity in the UK – Apply Now! 🎓🌍 Are you passionate about justice, sustainability, and global energy transitions? 🌱⚡ King’s College London is offering a fully funded PhD studentship focused on critical minerals and energy justice! 💡 Why You Should Apply ✔️ Full tuition fees covered ✔️ £23,805 annual stipend 💰 ✔️ £1,350 research allowance ✔️ Global research opportunities 🌍 ✔️ Work with leading experts and policymakers 📚 What You’ll Study Dive into topics like: Energy justice & sustainability Governance of critical minerals Community perspectives in resource-rich regions Innovative research methods ⏰ Deadline 🗓️ 17th May 2026 🔗 Apply here: https://wp.me/p23f03-kSV 🔥 Pro Tip Start your research proposal early and align it clearly with justice and energy transition themes to stand out! 📢 Don’t Miss Out! This is your chance to join a world-class institution and make a global impact 🌍✨ hashtag # PhDOpportunity hashtag # FullyFunded hashtag # Scholarships hashtag # UKStudy hashtag # EnergyTransition hashtag # Sustainability hashtag # Research hashtag # HigherEducation hashtag # AfricaScholars hashtag # GlobalDevelopment"
5d,"🚀 Turn Your Research Into a Thriving Startup with AGEA Start-up Lab 2026! Are you a researcher, student, or innovator with a game-changing idea? The AGEA Start-up Lab 2026 is your chance to transform your scientific or tech-driven concept into a real, scalable business 💡 🌍 What’s in it for you? ✅ Intensive investment readiness training ✅ Personalized mentorship from experts 👩‍🏫👨‍🏫 ✅ Access to funding opportunities 💰 ✅ Global networking with investors & innovators 🌐 ⏳ Deadline: 17 May 2026 🔗 Apply here: https://wp.me/p23f03-kQy 💡 Pro Tip: Make sure your startup has a clear MVP and demonstrates real-world impact — this significantly boosts your chances! 🔥 Don’t miss this chance to turn your innovation into impact! hashtag # StartupOpportunity hashtag # Entrepreneurship hashtag # InnovationAfrica hashtag # AGEA hashtag # FundingOpportunity hashtag # TechStartups hashtag # AfricanInnovation hashtag # BusinessGrowth hashtag # ApplyNow 🚀"
5d,"🚀 Job Alert: Country Manager Role (Global Impact!) Want to lead development projects and work with governments worldwide? 🌍 The OPEC Fund for International Development is hiring Country Managers! ✨ Why apply? 💼 Lead major public sector projects 🌐 Work with global partners 📈 Grow your career internationally 🔄 Renewable 2-year contract 📅 Deadline: May 13, 2026 APPLY HERE : https://wp.me/p23f03-kIu 💡 Pro Tip: Show strong experience in strategy, finance & partnerships to stand out! hashtag # JobOpportunity hashtag # GlobalCareers hashtag # Development hashtag # Leadership hashtag # OPECFund hashtag # CareerGrowth 🌟"
5d,"🌍 Oxford Africa Conference 2026 is Here! Join one of the most influential gatherings shaping Africa’s future! The Oxford Africa Conference returns for its 16th edition under the powerful theme: “Anchoring Africa: Grounded Leadership in the Age of Disruption.” 📅 Dates: 16–17 May 2026 📍 Location: University of Oxford, UK ✨ Why You Should Attend Connect with top African leaders, innovators & policymakers Gain insights on governance, business, tech & climate Be part of impactful conversations shaping Africa’s future Enjoy exclusive networking, gala dinner & AfroBop after party ⏳ Deadline: 17th May 2026 🔗 Links: https://wp.me/p23f03-kpR ✈️ Travel Discount (15% off flights): Use code OAC26KE 💡 Pro Tip Book your tickets and accommodation early — this conference sells out every year, and nearby hotels fill up quickly! hashtag # OxfordAfricaConference hashtag # OAC2026 hashtag # AfricaLeadership hashtag # AfricanInnovation hashtag # YouthLeadership hashtag # AfricaRising hashtag # NetworkingOpportunity hashtag # GlobalAfrica hashtag # LeadershipMatters hashtag # ConferenceAlert"
