date_relative,text
14h,"🌍🔥 Young Climate Prize 2026: Empowering the Next Generation of Climate Leaders Under 25 The Young Climate Prize is a global accelerator and mentorship program supporting young innovators creating real-world climate solutions in their communities. Powered by The World Around, this initiative uplifts youth-led projects tackling the climate crisis head-on. 🚀 Benefits World-class mentorship from global experts International recognition and visibility Support to scale climate solutions Access to a global innovation network Workshops, masterclasses, and leadership development 📅 Deadline No fixed deadline announced — apply ahead of the next cycle opening. 🔗 Apply here: https://wp.me/p23f03-laD 💡 Pro Tip Showcase a project that is already active in your community with measurable impact—real-world implementation is key to selection. hashtag # ClimateAction hashtag # YouthLeadership hashtag # Sustainability hashtag # Innovation hashtag # ClimateChange hashtag # YoungLeaders hashtag # GreenFuture hashtag # EnvironmentalImpact hashtag # ClimateSolutions hashtag # GlobalChange"
15h,"🚀 Predoctoral Research Fellowship in Economics at the University of Zurich (2026–2028) Looking to break into top PhD programs in economics? This is your chance! 🌍📊 The University of Zurich is offering a fully funded Predoctoral Research Fellowship in Macroeconomics & Labor Markets. Work alongside leading economist Prof. Andreas I. Mueller and gain hands-on experience in cutting-edge research on gender gaps, employment, and economic policy. ✨ Why You Should Apply: ✔️ Competitive salary + full benefits 💼 ✔️ Direct mentorship & research training 🎓 ✔️ Access to global academic networks 🌐 ✔️ Strong pathway to top PhD programs 📈 📅 Start Date: June 1, 2026 (Flexible) ⏳ Deadline: Not specified – Apply ASAP! 🔗 Apply here: https://wp.me/p23f03-laz 💡 Pro Tip: Highlight your experience with data analysis tools like Stata, Python, or R—and show strong interest in labor economics to stand out! hashtag # Economics hashtag # ResearchFellowship hashtag # Predoc hashtag # PhDJourney hashtag # AcademicCareers hashtag # Scholarships hashtag # Opportunities hashtag # DataScience hashtag # Macroeconomics hashtag # StudyAbroad"
16h,"💰 Fully Funded USA Fellowship 2027 | Hubert H. Humphrey Fellowship Are you a mid-career professional ready to lead global change? The prestigious Hubert H. Humphrey Fellowship Program under the Fulbright Program is now open for the 2027 cohort! This fully funded fellowship in the United States offers an incredible opportunity to enhance your leadership skills, gain international exposure, and collaborate with global experts—without pursuing a degree. 🌟 Key Benefits: 💰 Full tuition at top U.S. universities 👉 Monthly stipend + living expenses ✈️ Round-trip airfare ✈️ 🔍 Health insurance 🤝 Leadership training & global networking 🗓 Deadline: 20th May 2026 🔗 Apply here: https://wp.me/p23f03-iWd 💡 Pro Tip: Start early and craft a compelling leadership-focused personal statement. Selection committees prioritize impact, vision, and real-world experience over academic achievements alone. hashtag # FullyFunded hashtag # Fellowship2027 hashtag # HumphreyFellowship hashtag # StudyInUSA hashtag # LeadershipDevelopment hashtag # GlobalOpportunities hashtag # Scholarships hashtag # CareerGrowth hashtag # Fulbright hashtag # ProfessionalDevelopment"
17h,"🌍 FAO Internship Programme 2026 – Apply for a UN Internship in Rome, Italy! Looking for an international internship with the United Nations? The Food and Agriculture Organization (FAO) is now accepting applications for its Headquarters Internship Programme in Rome, Italy. This is a unique opportunity for students and recent graduates to gain hands-on experience while contributing to global efforts to end hunger and build sustainable food systems. ✨ Benefits 💼 Monthly stipend (if not externally funded) 🌐 International work experience at UN Headquarters 📚 Practical training aligned with your academic field 🤝 Work in a multicultural, global environment 🌱 Contribute to the UN Sustainable Development Goals 📅 Deadline 🕛 26 August 2026 (Apply early!) 📌 Eligibility (Quick Overview) Undergraduate or graduate students OR recent graduates Age 21–30 Nationals of FAO member countries Good communication skills & at least one FAO language (English, French, Spanish, Arabic, Chinese, or Russian) 🔗 Apply Here: https://wp.me/p23f03-kNv 💡 Pro Tip Tailor your motivation letter to show how your studies connect to FAO’s mission: ending hunger, improving nutrition, and building sustainable agriculture systems. hashtag # FAO hashtag # Internship2026 hashtag # UNJobs hashtag # InternshipOpportunity hashtag # StudyAbroad hashtag # RomeInternship hashtag # GlobalCareers hashtag # YouthOpportunities hashtag # PaidInternship hashtag # InternationalDevelopment hashtag # CareerGrowth hashtag # SustainableDevelopment 🌱"
18h,"🎓 Fully Funded PhD Studentships 2026 in the UK – Birmingham Newman University Looking to pursue a PhD in the UK with full funding? Birmingham Newman University is offering 2 fully funded PhD studentships starting in October 2026 for outstanding home students. 💰 Benefits: • Annual stipend of £21,805 • Full tuition fees covered • Funding for 3 years (full-time) • Opportunity to research across diverse academic fields 📅 Deadline: 31st May 2026 (23:59) 🎤 Interviews: 15th June 2026 🔗 Apply here: https://wp.me/p23f03-kNj 💡 Pro Tip: Start early and secure a supervisor before applying—having a strong research proposal aligned with faculty expertise can significantly boost your chances! hashtag # PhD2026 hashtag # FullyFundedPhD hashtag # UKScholarships hashtag # PhDStudentships hashtag # GraduateSchool hashtag # StudyInUK hashtag # ResearchOpportunities hashtag # Scholarships2026 hashtag # AcademicOpportunities"
19h,"🚨 GRANT ALERT: Up to £5,000 Available for Community Organisations in Buckinghamshire! 💷 The Rothschild Foundation’s Grassroots Grants Fund is now supporting local organisations tackling inequality and disadvantage across Buckinghamshire. If your organisation works in areas like: 🏠 Homelessness 💰 Financial hardship 🧠 Mental health & wellbeing ♿ Physical & learning disabilities …you could receive funding of up to £5,000 to support your projects, operations, or capital costs. 📅 Upcoming Deadlines: • 22nd May • 27th August • 18th November • 27th January ⏳ Applicants are notified within six weeks after each deadline. 🔗 Apply Here: https://wp.me/p23f03-la3 💡 Pro Tip: Clearly demonstrate the real community need for your project and include measurable impact outcomes in your application to improve your chances of success. hashtag # Grants hashtag # FundingOpportunity hashtag # Nonprofits hashtag # Charities hashtag # CommunitySupport hashtag # Buckinghamshire hashtag # MentalHealth hashtag # Homelessness hashtag # SocialImpact hashtag # CommunityDevelopment hashtag # UKFunding hashtag # GrassrootsFunding hashtag # NGOs hashtag # CIO hashtag # CIC hashtag # FundingAlert"
19h,"🚨 SRHR Ambassadors 2026 – Apply Now The Jonica Foundation is recruiting young women to become SRHR Ambassadors across Kenya. If you're passionate about menstrual health, GBV awareness, and community impact, this is for you. 📅 Deadline: May 15, 2026 🔗 Apply: https://wp.me/p23f03-kPd hashtag # SRHR hashtag # YouthLeadership hashtag # WomenEmpowerment"
20h,"🚀🌍 Top Picks: Grants, Accelerators & Startup Funding 2026 Looking for funding or growth opportunities? 💡 Here are the best high-impact picks offering funding up to $1M+, mentorship, and global exposure 👇 🔥 Top Opportunities 🚀 a16z Speedrun Accelerator – Up to $1M funding 🌍 Visa Africa Accelerator – $200K+ perks + mentorship 🌱 AUDA-NEPAD Accelerator – Scale health & climate ventures 🌊 FutureSwell Creator Lab – Ocean storytelling + climate impact 💳 Hiring that makesense – Climate hiring + funding (SEA) 💰 Top Grants 🌍 AmplifyChange Grants – Up to £200K for NGOs 📚 Gender & Learning Fund – Up to $250K (Africa) 💡 W.K. Kellogg Foundation – Global impact funding 📰 Pulitzer Center Grants – Journalism funding worldwide 🏆 Startup Picks 🌾 World Food Forum Awards – Global exposure + funding ⚡ Digital Energy Challenge – €827K for energy startups 🌊 Upwell Program – $20K + real-world pilot 💻 Next Wave Fund – $10K + Google training 🔗 Full details & all 24 opportunities: 👉 https://bit.ly/42g1ID8 💡 Pro Tip: Focus on impact + scalability + traction—that’s what funders prioritize. 📌 Save this post | 🔁 Share | 🏷️ Tag someone building something big! hashtag # Grants hashtag # Accelerators hashtag # Startups hashtag # Funding hashtag # Entrepreneurship hashtag # Innovation hashtag # GlobalOpportunities hashtag # OFY"
20h,"🚨 Paid Graduate Internship: Earn $15,000 with the GEDI Program 🚨 Graduate students interested in research, equity, and real-world impact should explore the AEA Graduate Education Diversity Internship (GEDI) Program 2026–2027. This paid opportunity helps students turn research skills into professional evaluation experience. What you’ll gain: 💰 $15,000 stipend 📊 Hands-on internship experience 🤝 Mentorship + professional networking ✈️ Travel support for seminars + conference 📚 Training in culturally responsive evaluation 📅 Deadline: 15 May 2026 🔗 Learn more: https://wp.me/p23f03-l5Q 💡 Pro tip: Use your essays to clearly connect your research background with your future career goals. hashtag # Internship hashtag # GraduateStudents hashtag # ResearchJobs hashtag # Evaluation hashtag # PaidInternship hashtag # HigherEducation hashtag # ProfessionalDevelopment hashtag # OpportunitiesForYouth"
20h,"🎓🌍 50 Master’s & 12 PhD FULLY FUNDED Scholarships 2026/2027 – Makerere University x Mastercard Foundation (Africa Climate Collaborative) 🔗 Apply Now 👉 https://lnkd.in/e-YBc9-W Looking for a fully funded scholarship in Africa? This is one of the top Mastercard Foundation scholarship opportunities in 2026—designed to support the next generation of African leaders driving climate action, innovation, and sustainable development. The Makerere University Mastercard Foundation Scholars Program 2026/2027 is now OPEN with 50 Master’s and 12 PhD scholarships under the Africa Climate Collaborative 🌱 🎁 What’s in the Offer? 💰 Full tuition fees 🏠 Accommodation & living stipend 🎓 Leadership training & mentorship 🌍 Career development & global networking 📚 Access to world-class education in Africa 👤 Who Can Apply? ✔️ African students facing financial hardship ✔️ Applicants for Master’s or PhD programmes ✔️ Individuals with strong leadership potential & community impact ✔️ Priority for women, refugees & persons with disabilities 💡 Why You Should Apply 🌍 Study in Africa with full financial support 🚀 Join a prestigious Mastercard Foundation Scholars network 🌱 Build skills to lead climate-resilient development across Africa ⏳ Deadline 📅 5 June 2026 (11:59 PM EAT) 🔗 Apply Now 👉 https://lnkd.in/e-YBc9-W 🧠 Pro Tip Secure admission to Makerere University first—it’s a key requirement for scholarship eligibility. Apply early to avoid last-minute delays. 🚀 For more fully funded scholarships & African opportunities: 👉 https://lnkd.in/ezYxTpBe 👉 https://lnkd.in/dqZkTysz 📌 Save this post | 🔁 Share | 🏷️ Tag someone who should apply! hashtag # MastercardFoundation hashtag # FullyFundedScholarship hashtag # AfricaScholarships hashtag # PhDOpportunity hashtag # MastersScholarship hashtag # StudyInAfrica hashtag # ClimateAction hashtag # YouthOpportunities hashtag # Scholarships2026 #OpportunitiesForYouth #OFY #HigherEducation #AfricanLeaders"
21h,"🌍 ARISE Investment Program 2026: Get Up to $50M for Climate Resilience! 💰🔥 Climate change is hitting economies hard—but here’s a BIG opportunity to fight back! The ARISE Investment Program by Climate Investment Funds (CIF) is offering $30M–$50M funding to help developing countries build climate resilience and transform their economies. 🚀 Benefits: ✔️ Strengthen national economies ✔️ Protect vulnerable communities ✔️ Boost infrastructure & sustainability ✔️ Unlock public & private investments ⏳ Deadline: June 8, 2026 (Midnight EDT) 🔗 Apply here: https://wp.me/p23f03-kZk 💡 Pro Tip: Collaborate early with a Multilateral Development Bank (like World Bank or AfDB) to strengthen your application and increase your chances of selection! 📌 Save | 🔁 Share | 🏷️ Tag someone who should see this! #ClimateFinance #Resilience #Sustainability #AfricaOpportunities #Development #Grants #ClimateAction #FundingOpportunity #ARISE #GlobalDevelopment"
21h,"🌱 Grow Your Climate Team in Southeast Asia Climate organisations in Southeast Asia can now apply for the Hiring that makesense Accelerator — a 3-month programme designed to help mission-driven teams recruit smarter, secure funding, and hire by August 2026. What you’ll gain: 💰 $1,000 participation grant 🚀 Opportunity to unlock $5,000–$10,000 additional funding 🎯 Expert coaching to improve hiring strategy 👥 Access to climate-focused job seekers 📈 A structured path to making a successful hire 📅 Deadline: May 10, 2026 🔗 Learn more: https://wp.me/p23f03-l1l 💡 Pro tip: Show clear hiring needs and explain how a new team member will strengthen your impact. #ClimateJobs #SoutheastAsia #NonprofitLeadership #HiringSupport #GreenJobs #SocialImpact #YouthOpportunities #ClimateAction"
22h,"🌍🐾 From Classroom to Global Frontlines: Free One Health Webinar for Future Vets! 🎓🔥 Are you a veterinary student or aspiring global health professional? This powerful webinar connects you to the world of One Health, global disease response, and international veterinary leadership! Join FAO & IVSA for a high-impact webinar exploring how veterinarians are shaping global health systems and tackling emerging diseases. 💡 Key Benefits ✔️ Learn about One Health & global disease response 🌍 ✔️ Insights from FAO & WOAH experts 🏛️ ✔️ Access digital learning platforms 📚 ✔️ Career pathways in global veterinary health 🚀 ✔️ Certificate for all participants 🎓 📅 Event Date: May 15, 2026 🔗 Apply Here: https://wp.me/p23f03-l2Q 💡 Pro Tip: Prepare questions in advance and engage actively—this is your chance to connect with global experts! 🔥 🚀 Discover more global Conference opportunities on Opportunities for Youth (OFY): 👉 https://lnkd.in/eQB3Q4qW 📌 Save this post | 🔁 Share | 🏷️ Tag someone who needs to see this! #OneHealth #VeterinaryStudents #GlobalHealth hashtag # FAO hashtag # IVSA hashtag # WebinarAlert hashtag # OpportunitiesForYouth hashtag # PublicHealth hashtag # FutureLeaders hashtag # AnimalHealth"
22h,"🌍🔥 UNESCO Poland Fully Funded Archaeology & Conservation Fellowship 2026–2027 Are you a young professional in archaeology or heritage conservation looking for a fully funded international fellowship in Europe? The UNESCO / Poland Co-Sponsored Fellowship in Archaeology & Conservation offers a life-changing opportunity to study and gain hands-on experience in Poland at a top institution. 🎁 Key Benefits: 📚 Full tuition at Adam Mickiewicz University 💰 Monthly stipend (up to 2,200 PLN) ✈️ Round-trip international airfare 🔍 Health insurance coverage 👉 Additional settling-in allowance 🌐 Global exposure & career advancement 📅 Deadline: 15th May 2026 🔗 Apply Here: https://wp.me/p23f03-e7F 💡 Pro Tip: Start early and contact your National Commission for UNESCO immediately—applications must be officially endorsed, and delays can disqualify even strong candidates. hashtag # UNESCO hashtag # Fellowship2026 hashtag # FullyFunded hashtag # Archaeology hashtag # CulturalHeritage hashtag # Scholarships hashtag # StudyInEurope hashtag # CareerGrowth hashtag # ResearchOpportunities hashtag # YouthOpportunities hashtag # GlobalOpportunities hashtag # AfricaOpportunities"
22h,"🌍 Study Water & Sustainability in Europe: Fully & Partially Funded MSc Opportunities for Mexican Students! 🇲🇽🎓💧 Ready to build a career that tackles global water challenges and climate change? 🌎 Mexican students can now pursue a fully or partially funded MSc at IHE Delft in the Netherlands—one of the world’s top water education institutes! ✨Benefits ✔️ Study at a globally recognized institute ✔️ Gain practical & research-based expertise ✔️ Join an international network of changemakers ✔️ Open doors to global careers in sustainability ⏳ Application Deadlines You Must Not Miss: 📌 SECIHTI (Posgrado en Ciencia y Humanidades en el Extranjero 2026) — 22 May 2026 📌 Fundación Esposos Rodríguez — 29 May 2026 📌 Brockmann IHE Delft Scholarships — 25 September 2026 (for 2027/2028 intake) 🔗 Apply & learn more: https://wp.me/p23f03-l9G 💡 Pro Tip: Apply to multiple scholarships to increase your chances, and tailor your motivation letter to highlight your impact in water and sustainability! hashtag # Scholarships hashtag # StudyInEurope hashtag # Mexico hashtag # IHEdelft hashtag # Sustainability hashtag # WaterManagement hashtag # MastersDegree hashtag # FullyFunded hashtag # StudyAbroad hashtag # GlobalOpportunities 🌍💧"
22h,"🎓 Funded Research at Oxford for Caribbean Scholars 🎓 The CaribOx Visiting Fellowship & Travel Grants 2027 are now open—offering Caribbean researchers the chance to collaborate with the University of Oxford and advance their work internationally. Whether you’re looking for a fully funded 12-month fellowship or a short-term research visit, this programme supports meaningful global collaboration. What you'll gain: 🤝 Build international research partnerships 📚 Access Oxford’s world-class resources ✈️ Fully funded travel, accommodation, and stipend 🌍 Strengthen your academic profile and impact ⏰ Deadline: 15 September 2026 🔗 Learn more: https://wp.me/p23f03-kMP 💡 Pro tip: Reach out to a potential Oxford collaborator early—strong partnerships significantly strengthen your application. hashtag # Fellowships hashtag # ResearchOpportunities hashtag # CaribbeanScholars hashtag # OxfordUniversity hashtag # AcademicCollaboration hashtag # GlobalResearch hashtag # PhD hashtag # HigherEducation"
23h,"🔐 EU Funding Opportunity: Up to €1.5M for Community-Led Prevention Projects 🔐 The EU Internal Security Fund (ISF) has launched a €5M call to support projects tackling online radicalisation and strengthening community resilience across Europe. If you're part of a civil society organisation working with youth, digital spaces, or community development—this is a major opportunity. What you’ll gain: 💶 Access up to €1.5M in funding with 90% cost coverage 🌍 Build cross-border partnerships across EU Member States 🧠 Design innovative solutions to counter online extremism 🤝 Empower youth and communities through co-created initiatives 📅 Deadline: 27 May 2026 🔗 Learn more: https://wp.me/p23f03-kMt 💡 Pro tip: Build a strong consortium early—projects require at least 3 organisations across 3 EU countries, including 2 civil society partners. hashtag # EUFunding hashtag # Grants hashtag # CivilSociety hashtag # YouthEmpowerment hashtag # SocialImpact hashtag # NGOs hashtag # EuropeOpportunities"
23h,"🎓 Fully Funded PhD Opportunity in Educational Data Science at University of Amsterdam (UvA) 2026 The University of Amsterdam (UvA) is offering two fully funded PhD positions in Educational Data Science, focusing on AI, learning analytics, and the future of higher education. This is a unique chance to join one of Europe’s top research universities and contribute to cutting-edge innovation in education. 🌟 Key Benefits: 💰 Fully funded 4-year PhD position 👉 Monthly salary (€3,059 – €3,881) 🌐 Work in a world-class research environment in Amsterdam 🇳🇱 📚 Access to real educational datasets and AI tools 🤝 Collaboration with top interdisciplinary researchers 📝 Strong academic and publication opportunities 📅 Deadline: 7th May 2026 🔗 Apply Here: https://wp.me/p23f03-elu 💡 Pro Tip: Make your application stand out by clearly linking your data science or AI skills to real-world educational challenges like fairness, learning analytics, or student success prediction. hashtag # PhDOpportunity hashtag # FullyFundedPhD hashtag # UniversityOfAmsterdam hashtag # DataScience hashtag # EducationResearch hashtag # AIinEducation hashtag # LearningAnalytics hashtag # ScholarshipOpportunities hashtag # StudyInEurope hashtag # AcademicJobs"
23h,"🌍 TuWezeshe Fellowship 2026 in the UK Now Open Are you an African, Black, or minoritised young woman aged 18–30 living in the UK and passionate about ending gender inequality? The TuWezeshe Fellowship is a fully funded one-year leadership programme designed to help young women lead real social change in their communities. What fellows receive: ✔ Fully funded residential training in London ✔ Dedicated mentorship support ✔ £250 social action project grant ✔ Fundraising support ✔ Leadership training ✔ A powerful sisterhood of changemakers 📍 Residential Training: 24–26 July 2026 | London 📅 Application Deadline: 31 May 2026 🔗 Apply : https://wp.me/p23f03-kSc Pro Tip: Focus your application on your lived experience, your motivation for change, and the real impact you want to create. hashtag # Fellowship hashtag # WomenLeadership hashtag # GenderEquality hashtag # UKOpportunities hashtag # YouthLeadership hashtag # SocialImpact hashtag # WomenEmpowerment hashtag # TuWezeshe hashtag # LeadershipProgramme hashtag # Changemakers"
23h,"🏛 UNESCO MAB Young Scientists Award 2026 – Up to $5,000 Research Grant for Emerging Environmental Scientists Worldwide The UNESCO Man and the Biosphere (MAB) Young Scientists Awards is a prestigious global research grant supporting early-career scientists working in biodiversity conservation, climate change, ecosystem management, and sustainable development within UNESCO Biosphere Reserves. 🌟 Key Benefits: 💰 Research funding up to USD $5,000 🌿 Opportunity to conduct research in UNESCO Biosphere Reserves 🌍 Global recognition under UNESCO’s scientific network 📊 Contribution to real-world climate and biodiversity solutions 🤝 International visibility and academic credibility 🗓️ Deadline: 7th May 2026 🔗 Apply here: https://wp.me/p23f03-ehA 💡 Pro Tip: Focus your proposal on real biosphere reserve challenges and clearly align your research with UNESCO MAB priorities and SDGs. Strong field-based methodologies significantly increase selection chances. hashtag # UNESCO hashtag # ResearchGrant hashtag # EnvironmentalScience hashtag # ClimateChange hashtag # Biodiversity hashtag # YoungScientists hashtag # ScholarshipOpportunities hashtag # Sustainability hashtag # MarineScience hashtag # AcademicOpportunities hashtag # GlobalResearch"
